Party,Handle,Tweet
Democrat,NancyPelosi,"From his service during WWII, to his 30 yrs representing the people of Hawaii in the halls of Congress, Daniel Akak… https://t.co/SCUoDIAlUZ"
Republican,GOPLeader,"RT @realDonaldTrump: House votes today on Choice/MISSION Act. Who will stand with our Great Vets, caregivers, and Veterans Service Organiza…"
Republican,GOPLeader,"This week, we pay tribute to our fallen heroes and say THANK YOU to the 900K+ sworn officers serving nationwide.… https://t.co/NtnselnNPG"
Republican,GOPLeader,Thanks @NancyPelosi for endorsing the #TaxCutsandJobsAct! cc: @POTUS #MAGA 🇺🇸 https://t.co/i6142k3E9W
Republican,GOPLeader,"This is a critical step toward building a more efficient, effective, and accountable government. Today’s rapidly ch… https://t.co/PvGluuVZDN"
Republican,GOPLeader,Peace comes through strength. Not through retreat. This is the right move and I applaud the Trump Admin for taking… https://t.co/ectkYDOyA1
Republican,GOPLeader,👍 The news can’t be ignored—#TaxReform is doing great things for ALL Americans. https://t.co/TFSrPLCEds
Republican,GOPLeader,"RT @RepMimiWalters: Boeing is investing $54 million into communities, including reforestation efforts follow last year’s tragic wildfire se…"
Republican,GOPLeader,RT @RepJohnKatko: Today I joined the hardworking men and women at local employer @DotFoods to highlight the benefits of #TaxReform. Busines…
Republican,GOPLeader,"RT @RepAndyBarr: Critics of the #TaxCutsAndJobsAct are wrong. In April, the government took in a record monthly budget surplus of $218 bill…"
Republican,GOPLeader,"RT @RepTenney: Due to #TaxReform our economy is on the rise &amp; our local economy is continuing on a positive, upward trajectory. Businesses…"
Republican,GOPLeader,"Vicious attacks against our men and women in law enforcement must end. This week, the House will vote to increase p… https://t.co/AC3ZhQ52YV"
Republican,GOPLeader,Wishing @FLOTUS a complete and restful recovery. https://t.co/D7l97bt87o
Republican,GOPLeader,RT @SteveKnight25: This week is #NationalPoliceWeek. My 18 years on the LAPD was an incredible honor. Take a moment this week to thank an o…
Republican,GOPLeader,"RT @RepStefanik: During #NationalPoliceWeek, we recognize the service of law enforcement officers across the country who risk their lives t…"
Republican,GOPLeader,RT @HurdOnTheHill: The brave men &amp; women of our law enforcement put their lives on the line each day to ensure we can go about our normal l…
Republican,GOPLeader,"RT @RepBost: Every day, law enforcement officers around the country protect our families from harm, keep the peace, and promote the cause o…"
Republican,GOPLeader,"#MISSIONAct will improve veterans’ access to timely and high-quality care they’ve earned, and help modernize… https://t.co/rNPFbZOXe8"
Republican,GOPLeader,RT @HouseVetAffairs: Veterans Service Organizations are rallying around the VA MISSION Act. Here’s what they’re saying: https://t.co/XNrVWi…
Republican,GOPLeader,RT @LeoShane: This week on Capitol Hill -- major vets legislation on the move in the House #VAMISSIONAct https://t.co/OsyVdrzA6G
Republican,GOPLeader,"RT @DrPhilRoe: Great news! My bill, the VA MISSION Act, passed out of committee today &amp; is a transformational, once-in-a-lifetime opportuni…"
Republican,GOPLeader,"RT @SpeakerRyan: The @DeptVetAffairs needs to be refocused toward effectively serving our nation’s heroes. That’s why this week, the House…"
Republican,GOPLeader,"Jerusalem is the capital of Israel–if acknowledging truth inspires violence, it is those who commit the violence, n… https://t.co/AS7bBqeECi"
Republican,GOPLeader,RT @VP: The miracle of Israel is an inspiration to the world. And the United States of America is proud to stand with Israel and her people…
Republican,GOPLeader,RT @KeithRothfus: Today we celebrate the historic opening of the U.S. Embassy in #Jerusalem. In recognizing this monumental event and Israe…
Republican,GOPLeader,"RT @RepBrianMast: Like every other sovereign nation, Israel has the right to determine its own capital. The United States is finally recogn…"
Republican,GOPLeader,RT @RepLaMalfa: I'm very pleased to see the U.S. Embassy in Jerusalem is finally becoming a reality. This is a historic day for the U.S. an…
Republican,GOPLeader,"""All that I am, or hope to be, I owe to my angel mother."" - Abraham Lincoln

Happy Mother’s Day! https://t.co/Dmuo5ghsjV"
Republican,GOPLeader,It’s time to give the bloated federal budget a much-needed spring cleaning! Together w/ @POTUS we’re making governm… https://t.co/qtFfbqv0Tk
Republican,GOPLeader,"Charter schools make a world of difference in the lives of students, families, and their communities. Join me in ce… https://t.co/ySfecR7rSq"
Republican,GOPLeader,The power to tax is the power to destroy. Californians shouldn't have to pay more at the pump because Dems in Sacra… https://t.co/VAuATCKn8I
Republican,GOPLeader,"RT @cathymcmorris: With the #ABLE provisions in #taxreform, we are giving people with disabilities, like Down syndrome, an opportunity for…"
Republican,GOPLeader,RT @RepKevinBrady: Our economy is thriving thanks to #TaxReform. There are now 6.6 million job openings – a record high. And we're just get…
Republican,GOPLeader,"RT @IvankaTrump: The #TaxCutsandJobsAct is helping American workers! Already, over 500 American employers have announced bonuses or pay inc…"
Republican,GOPLeader,"RT @RepMimiWalters: The good news keeps coming! Two additional #CA companies, ecUtopia and MEC Arial Work Platforms, announced employee bon…"
Republican,GOPLeader,"RT @KeithRothfus: With #taxreform we are getting our people back in the game again, empowering them with hope, skills, and opportunity to b…"
Republican,GOPLeader,"RT @RepDavidYoung: Thank you to all of the teachers who work hard, put in the extra hours, and go above and beyond to educate our children.…"
Republican,GOPLeader,"RT @RepTenney: As part of my tour of small businesses across the 22nd District, I visited @AP_MasterImages. As a result of tax reform, A&amp;P…"
Republican,GOPLeader,RT @SteveKnight25: Utility bills around the country are dropping thanks to Tax Reform. Just another of the growing list of benefits for eve…
Republican,GOPLeader,"RT @RepAndyBarr: Thanks to the #TaxCutsandJobsAct and our booming economy, the CBO revised its economic forecast to project the higher rate…"
Republican,GOPLeader,"#TBT @WhipHoyer: rescinding wasteful spending is “a reasonable thing to do.” 

I agree! Every member of Congress sh… https://t.co/mYcCatNO7A"
Republican,GOPLeader,#TaxReform is #ABetterDeal ↓ https://t.co/v8YHvmd6Qv
Republican,GOPLeader,"RT @realDonaldTrump: On behalf of the American people, WELCOME HOME! https://t.co/hISaCI95CB"
Republican,GOPLeader,"""Honor to the Soldier and Sailor everywhere, who bravely bears his country's cause."" - Lincoln 🇺🇸 https://t.co/8FpRz14Au1"
Republican,GOPLeader,"👍 This afternoon @POTUS rescission proposal was introduced as H.R. 3, the Spending Cuts to Expired and Unnecessary… https://t.co/oZ3fjByhz4"
Republican,GOPLeader,"Democrats shouldn’t #resist the Trump tax cuts. #TaxReform is #ABetterDeal for ALL Americans. #MAGA 
✅ Unemployment… https://t.co/j93qoVIhK0"
Republican,GOPLeader,"I support smart diplomacy to keep America safe, but we must oppose bad deals that give our enemies a pathway to a n… https://t.co/CcbUs5fIYY"
Republican,GOPLeader,RT @realDonaldTrump: Secretary Pompeo and his “guests” will be landing at Andrews Air Force Base at 2:00 A.M. in the morning. I will be the…
Republican,GOPLeader,"Through his action today, @POTUS sent a strong signal to Iran and other foreign adversaries that nuclear proliferat… https://t.co/BY6AJnGe2w"
Republican,GOPLeader,Cutting wasteful spending should not be a partisan exercise. It’s time to give the bloated federal budget a much-ne… https://t.co/aMbWanLfmK
Republican,GOPLeader,A true honor to present eight medals including the Bronze Star to WWII #veteran Walter Easley for his service to ou… https://t.co/xEaref3uAa
Republican,GOPLeader,"This deal isn’t even worth the paper it is written on. Iran must be stopped, not rewarded. #IranDeal https://t.co/mOOFXRsDww"
Republican,GOPLeader,"RT @RepKevinYoder: The Great American Comeback continues:

✅ Unemployment below 4%📉
✅ Lowest jobless rate since 2000📉
✅ Fastest wage growth…"
Republican,GOPLeader,RT @RepDavidValadao: The Central Valley is home to our nation’s hardest workers and most innovative minds. Proud to team up with MEC Aerial…
Republican,GOPLeader,RT @RepDavidYoung: Tax relief is working for Iowa families. Small businesses are investing in our communities and our economy is growing. #…
Republican,GOPLeader,"RT @KeithRothfus: Our economy is roaring back to life thanks #TaxReform &amp; #RegulatoryReform:
 
✅Record 3.9% Unemployment Rate
✅Lowest Ever…"
Republican,GOPLeader,RT @RepRodBlum: Celebrating the positive impacts of the #TaxCutsAndJobsAct with @JobCreatorsUSA this morning during #SmallBusinessWeek. Tha…
Republican,GOPLeader,RT @RepErikPaulsen: Thank you to Incentive Services in Edina for inviting me to learn more about their business and the benefits they've se…
Republican,GOPLeader,"RT @RepMimiWalters: Thanks to #TaxReform, many rate-payers across America are seeing lower utility bills and keeping more of their hard ear…"
Republican,GOPLeader,"RT @RepLaMalfa: Thanks to the #TaxCutsandJobsAct, many businesses are already re-investing savings, most notably in the form of higher wage…"
Republican,GOPLeader,One of the true honors of my job is spending time w/ #HonorFlight veterans. These men and women are the true embodi… https://t.co/c8tvsq7AW4
Republican,GOPLeader,"RT @RepDonBacon: Because of tax and regulatory reforms, small business optimism is at a 30-year high. Our economy is growing, unemployment…"
Republican,GOPLeader,.@POTUS and the Republican majorities in Congress are taking steps to cut wasteful spending and restore our fiscal… https://t.co/VQu1cVDxM1
Republican,GOPLeader,"RT @dcexaminer: ""How we're cutting spending with President Trump"" https://t.co/nB6tFhcJRx by @GOPLeader https://t.co/dyhZszs8sC"
Republican,GOPLeader,"We proudly salute the selflessness, bravery, and valor of our men and women in uniform. Thank you for your service!… https://t.co/7MIQ9tfvZs"
Republican,GOPLeader,RT @WhiteHouse: The unemployment rate is down to 3.9% in April. That is the lowest rate since December 2000.
Republican,GOPLeader,“Small business employees saw their WAGES GROW last month at the strongest rate in more than two years…” https://t.co/RuXcrs6YWz #TaxReform
Republican,GOPLeader,"RT @RepBrianMast: Now, we have the great opportunity to hire a wounded warrior fellow to expand our services to vets in our community at th…"
Republican,GOPLeader,"#TaxReform is #MAGA
Unemployment ↓
Wages ↑
Consumer Confidence ↑
Utility Bills ↓ https://t.co/R6r2dAlQha"
Republican,GOPLeader,"RT @WhiteHouse: Under President Trump’s leadership, small business optimism and the economy have reached historic levels. More: https://t.c…"
Republican,GOPLeader,"👍 “#SmallBiz owners are overhauling their ‘18 business plans as a result of the sweeping federal TAX CUTS, with man… https://t.co/osTc72VUMs"
Republican,GOPLeader,Today we salute those who’ve received the #SilverStar and remember the sacrifices of our wounded and ill veterans.… https://t.co/TgTlxbZfs9
Republican,GOPLeader,"RT @RepComstock: Our Small Business of the Day is a woman-owned start up in Chantilly, @lendabox, that specializes in environmentally frien…"
Republican,GOPLeader,"#TaxReform is working → unemployment rate remains at a 17-year low, economic growth is accelerating, business and c… https://t.co/IH1G8iVBQ2"
Republican,GOPLeader,"RT @FLOTUS: National #TakeBackDay is one step closer to fighting the #OpioidEpidemic.  Parents, take action and get rid of unneeded medicat…"
Republican,GOPLeader,By modernizing and supporting our airport #infrastructure -- a more efficient and reliable transportation of people… https://t.co/JMujIl42hH
Republican,GOPLeader,"RT @Transport: #HR4 isn't all about aviation. It also contains the Disaster Recovery Reform Act, which will help our communities be better…"
Republican,GOPLeader,"RT @SpeakerRyan: Updates to our country’s #infrastructure are long overdue. This year’s #FAA reauthorization ↴
✔️Restores US aviation indus…"
Republican,GOPLeader,This Administration and Congress remain steadfast in our work to hold #Iran and their business-backed accomplices a… https://t.co/LC83UHj512
Republican,GOPLeader,"The streak continues! Congrats @rep_stevewomack on casting your 5,000th consecutive vote in the House. 🇺🇸 https://t.co/31CQJ1Ml15"
Republican,GOPLeader,RT @statedeptspox: Mike Pompeo has been sworn in today as the 70th U.S. Secretary of State. https://t.co/hJVQnV27Po
Republican,GOPLeader,"RT @SecretaryAcosta: Manufacturing is coming back under @POTUS. In February, there were 380,000 new hires. Last month, orders for manufactu…"
Republican,GOPLeader,"""The number of Americans applying for unemployment benefits fell to the lowest level since 1969"" #MAGA 🇺🇸  https://t.co/G8B2MCwEED"
Republican,GOPLeader,RT @WSJecon: The share of Americans expecting their incomes to decline over the next six months fell to the lowest level since December 200…
Republican,GOPLeader,"RT @RepJeffDenham: ""Of course, as nice as it is that the rail authority will try to better manage the disaster that is the bullet train mov…"
Republican,GOPLeader,"👍 “Consumer confidence rebounds close to 18-year high…. Millions of Americans have found jobs, the unemployment rat… https://t.co/DVXiTNO2zW"
Republican,GOPLeader,RT @RepSeanDuffy: #TaxReform is doing wonders for our growing American economy! https://t.co/MSGXg2lCqw
Republican,GOPLeader,"RT @MikeKellyPA: Glad to help @Erie_Insurance celebrate their 93rd anniversary at last week's ""topping out"" ceremony in downtown #Erie! Als…"
Republican,GOPLeader,"RT @RepDonBacon: More good news following passage of #taxreform: “The total amount Werner is putting back into its business, from raises to…"
Republican,GOPLeader,"RT @RepRatcliffe: Savings from the #taxcutsandjobsact allowed Cypress Bank to pay its employees $50,000 in hard-earned bonuses. https://t.c…"
Republican,GOPLeader,This bill will create a more innovative and transparent regulatory environment to ensure continued American excepti… https://t.co/Wc2tOFUJ1E
Republican,GOPLeader,"By modernizing the regulations governing disaster relief and reforming the Stafford Act, recovery builders can focu… https://t.co/40kOHUSOFt"
Republican,GOPLeader,Continued prayers for @GeorgeHWBush and the entire Bush family. https://t.co/VxiMJxNybW
Republican,GOPLeader,"As a matter of principle, global security agreements must be verifiable, enforceable, and accountable. The… https://t.co/q6PLAEmsVr"
Republican,GOPLeader,RT @RepMimiWalters: “We introduced #FOSTA because it is heartbreaking to watch survivors struggle to piece their lives back together while…
Republican,GOPLeader,"RT @RepBrianMast: Bipartisan bills we passed this week will strengthen cybersecurity, increase protections against identity theft and drama…"
Republican,GOPLeader,RT @RepKevinYoder: I was an early supporter of this innovative provision and helped make sure it was included in the #TaxCutsandJobsAct - r…
Republican,GOPLeader,"RT @RepDavidYoung: The House passed my bill, the Justice for Victims of IRS Scams and Identity Theft Act of 2018, on Wednesday. We need to…"
Republican,GOPLeader,RT @RepRodBlum: Big win for Iowans! @alliantenergy to pass their tax cut savings to customers. https://t.co/y9XjvqkoNg
Republican,GOPLeader,"RT @ChronOpinion: President #Trump made infrastructure a fundamental plank of his campaign because as a builder, he understands how importa…"
Republican,GOPLeader,"RT @FoxBusiness: .@GOPLeader on rescission: ""It's our ability to go back, find waste, and I think any member of Congress on any side of the…"
Republican,GOPLeader,RT @FreeBeacon: .@GOPLeader Blasts Democrats’ Opposition to Pompeo’s Nomination: ‘Pure Politics’ https://t.co/i69AzuHOZQ
Republican,GOPLeader,It's time for Democrats to stop playing politics. It's time to #ConfirmPompeo. My discussion with @MariaBartiromo 👇 https://t.co/ODwgpTTDlv
Republican,GOPLeader,"RT @DrPhilRoe: Did you know, thanks to tax reform, $4 billion in bonuses have been given to hard-working Americans across the country? The…"
Republican,GOPLeader,"RT @KeithRothfus: PASSED: An overwhelmingly bipartisan, comprehensive overhaul of the #IRS in 20 years.

✅Tax Payer First (HR 5444)
✅21st C…"
Republican,GOPLeader,RT @RepCurbelo: #OpportunityZones are a major component of the #TaxReform legislation passed late last year. This will drive investment to…
Republican,GOPLeader,"RT @RepAndyBarr: Did you know that by cutting the corporate tax rate, the #TaxCutsandJobsAct could actually lower your electric bill?

Lear…"
Republican,GOPLeader,RT @RepJeffDenham: Bureaucrats in Sacramento want to waste $170 million on a taxpayer-funded experiment to protect fish that are already be…
Republican,GOPLeader,RT @RepErikPaulsen: Have a 401(k)? #TaxReform is working for you. Learn how stock buybacks are good news for the more than 50% of American…
Republican,GOPLeader,RT @RepBost: One of my proudest accomplishments in Congress was getting signed into law my bill to streamline the veterans' benefits appeal…
Republican,GOPLeader,"RT @RepDonBacon: Growing economy, growing employment, growing wages, growing optimism! https://t.co/uSPjEhQ9C0"
Republican,GOPLeader,"RT @CongCulberson: ICYMI: @GOPLeader &amp; I penned an op-ed for @HoustonChron highlighting the need to:

- Modernize regulations governing dis…"
Republican,GOPLeader,On time and under budget. Together with @POTUS we are making America’s #infrastructure sturdy again. https://t.co/AMLSsxPoGd
Republican,GOPLeader,"👍 ""Lawmakers agreed to a ban on the consumption of dogs and cats in the House #2018FarmBill” https://t.co/GhRknFyVY9"
Republican,GOPLeader,NEXT WEEK → the House will vote to reauthorize the #FAA and give @FEMA the tools and oversight needed to strengthen… https://t.co/eFGE9oNAKw
Republican,GOPLeader,"RT @RepMimiWalters: Over 500 companies have announced bonuses, wage increases, or increased investment into employee benefits since #TaxRef…"
Republican,GOPLeader,"RT @KeithRothfus: Thanks to #taxreform and regulatory relief, manufacturers’ optimism is at historic levels. This is big for Western #PA. h…"
Republican,GOPLeader,RT @RepJasonLewis: NAM Manufacturers’ Outlook Survey says projected wage growth is at a 17-year high &amp; manufacturers’ projected growth rate…
Republican,GOPLeader,"RT @RepAndyBarr: Thanks to the savings from the #TaxCutsandJobsAct, @Kroger will hire 11,000 employees and invest $500 million in associate…"
Republican,GOPLeader,RT @RepDavidYoung: The new tax code doubles the child tax credit and the House Ways and Means Committee estimates the typical middle-income…
Republican,GOPLeader,"#CAHSR is a national disgrace. With no federal money and no current private sector investment, this project is now… https://t.co/au5xPVO56G"
Republican,GOPLeader,Our new tax code sets up American workers for success. → “Nearly 500 American employers have announced bonuses or p… https://t.co/GzUdOZCBlm
Republican,GOPLeader,"Our entire nation mourns the passing of this great woman, and we pray for the entire Bush and Pierce families."
Republican,GOPLeader,"She served as a role model of grace, dignity, and selflessness to us all, especially though her legacy supporting a… https://t.co/peypOIhgVQ"
Republican,GOPLeader,"Barbara Bush lived out every day as a devoted wife, mother, and public servant."
Republican,GOPLeader,"Paychecks are going UP, taxes are going DOWN, and America is once again OPEN FOR BUSINESS! #TaxDay https://t.co/q6yMTOyZl8"
Republican,GOPLeader,".@RepMikeBishop’s, 21st Century IRS Act requires the IRS to improve cybersecurity and identity protection, especial… https://t.co/BhN8IzvnGn"
Republican,GOPLeader,"The #TaxpayerFirst Act by @RepLynnJenkins orders the #IRS to restructure to fit our new, simplified tax code, deman… https://t.co/Zvi300wBUO"
Republican,GOPLeader,This week the House is voting to make some major reforms at the #IRS. Fairness is our guide and accountability is t… https://t.co/KH4j00Wrf7
Republican,GOPLeader,"RT @RepMimiWalters: Today marks the final time that Americans will file their taxes under our old, unfair tax code!  #TaxReform #TaxDay htt…"
Republican,GOPLeader,"RT @RepKevinBrady: Championed by both Republicans and Democrats on the Ways and Means Committee, we are moving forward a package of nine bi…"
Republican,GOPLeader,"RT @RepMikeBishop: The bipartisan 21st Century IRS Act, legislation I introduced to modernize IRS information technology &amp; protect against…"
Republican,GOPLeader,"This is our last year ever filing under this ridiculous, complicated, punitive tax code. Next year we’ll all benefi… https://t.co/3MaBD8sYwY"
Republican,GOPLeader,"RT @RepDavidValadao: With tax day upon us, IRS related scams are on the rise which is why the House will vote on several bills this week to…"
Republican,GOPLeader,RT @RepJasonLewis: Visited Southview Design in Eagan to discuss their work in landscaping &amp; hear how tax reform will positively impact thei…
Republican,GOPLeader,.@RepJeffDenham is exactly right–for too long the necessary planning to build a stronger water future has been negl… https://t.co/bePO3q1uvy
Republican,GOPLeader,The barbarism from the Assad regime will not be tolerated. America and its allies are together to deliver the conse… https://t.co/vwmXHVNiPR
Republican,GOPLeader,"Good jobs, a booming economy, higher wages, and lower taxes. This is America’s comeback. Our work with @POTUS is ju… https://t.co/TGHmZMtcYG"
Republican,GOPLeader,RT @RepTenney: I spoke on the floor to recognize thousands of families across NY-22 &amp; throughout upstate NY who have felt the real impact o…
Republican,GOPLeader,RT @RepJeffDenham: Yesterday I spoke on the positive impacts of the Tax Cuts and Jobs Act in a speech on the floor of the U.S. House of Rep…
Republican,GOPLeader,"On this day, we remember the 11 million people, including six million Jews, who were murdered during the Holocaust.… https://t.co/z83E4n6GAc"
Republican,GOPLeader,RT @realDonaldTrump: Honored to have Republican Congressional Leadership join me at the @WhiteHouse this evening. Lots to discuss as we con…
Republican,GOPLeader,RT @IvankaTrump: This is an important day in the fight against human trafficking as this bipartisan legislation officially becomes law. Tha…
Republican,GOPLeader,"Obviously, today is a sad day for me personally and for our conference, but @SpeakerRyan’s selfless leadership has… https://t.co/hbSvmwQDcK"
Republican,GOPLeader,Paul is one of my best friends. He has fearlessly led this conference and championed ideas that are moving this cou… https://t.co/dqeOQc3xrK
Republican,GOPLeader,Spot on → “High-speed rail is about convenience; water is a basic human need. Where do I get my “dams not trains” s… https://t.co/da5FbJibV1
Republican,GOPLeader,RT @RepJasonLewis: Met w/ the Founder &amp; CEO of Ameritek Int. to discuss his manufacturing business &amp; how tax reform is benefiting it! Back…
Republican,GOPLeader,RT @RepBost: I chatted w/ employees at @Lowes in Belleville about the positive effects of #TaxReform. Lowe's is one of 100s of job creators…
Republican,GOPLeader,RT @RepAndyBarr: One of the many benefits of the #TaxCutsandJobsAct is the creation of new job opportunities for Kentuckians. Since the cor…
Republican,GOPLeader,"RT @RepBrianMast: As a result of our tax cuts bill, @UPS made a $5 billion voluntary contribution to its employees’ pension plan and is inv…"
Republican,GOPLeader,"RT @RepErikPaulsen: Today's #TaxReform good news story that shows the #TaxCutsandJobsAct is helping all employees, including hourly wage ea…"
Republican,GOPLeader,"RT @RepJasonLewis: Happy to stop by the Burnsville branch of US Bank-- recently, they gave 60,000 employees a $1,000 bonus thx to historic…"
Republican,GOPLeader,"RT @SteveKnight25: Thanks to the new tax law, McDonald’s is expanding its employee education benefits program to help their team members pa…"
Republican,GOPLeader,"RT @RepJohnKatko: .@Target acted with great optimism &amp; confidence during tax reform talks to increase minimum wage for employees. Indeed, t…"
Republican,GOPLeader,RT @CongCulberson: ICYMI: Small-business confidence hits record high in 2018 because of #taxreform  https://t.co/OCD8Jdus9d #TX07
Republican,GOPLeader,"RT @RepMikeCoffman: Today, I visited w/ Metro Brokers DTC &amp; New Horizons Primary Care to discuss #TaxCutsandJobsAct and the + impact on the…"
Republican,GOPLeader,"RT @RepRodBlum: Major wins for Iowa following the passage of the Tax Cuts &amp; Jobs Act - utility savings, bonuses, pay raises, investments in…"
Republican,GOPLeader,"RT @RepMikeBishop: Great news! As a result of the #TaxCutsandJobsAct, @McDonalds is expanding their education benefits program. https://t.c…"
Republican,GOPLeader,RT @RepAndyBarr: It was a pleasure to meet with local Bourbon County business leaders at @hartfieldandco this afternoon for a tax reform ro…
Republican,GOPLeader,RT @RepDonBacon: Enjoyed being a barista for a day! This Starbucks in Papillion is dedicated to helping veterans &amp; military families. @Star…
Republican,GOPLeader,"RT @RepComstock: We had a great discussion with @JayTimmonsNAM, CEO of @ShopFloorNAM, and the hardworking employees at @thermofisher in Mid…"
Republican,GOPLeader,For nearly a century the use of chemical weapons in war has been outlawed as utterly inhumane and unconscionable. T… https://t.co/UefMYuxefp
Republican,GOPLeader,Welcome back home to California! Another positive result of #TaxReform. https://t.co/wuMo6YXcKQ
Republican,GOPLeader,RT @Bakersfieldcali: Merle Haggard to be honored Friday with post office building https://t.co/YE1uSDEzKD via @Bakersfieldcali
Republican,GOPLeader,"If you can’t fly then run, if you can’t run then walk, if you can’t walk then crawl, but whatever you do you have t… https://t.co/9ke9V8Isus"
Republican,GOPLeader,Happy Easter! https://t.co/JDVTo5jFO4
Republican,GOPLeader,"RT @RepBost: #TaxReform works:
☑️Bonuses
☑️Higher Wages
☑️Bigger Paychecks
https://t.co/PIpHodq7Yh"
Republican,GOPLeader,"America is coming back. With more Americans working and the future finally looking up, Congress will continue to wo… https://t.co/L6IOrQbzPA"
Republican,GOPLeader,"RT @SteveKnight25: Today is Vietnam Veterans Day. My father, Pete Knight, flew more than 250 combat missions in Vietnam. Let us never forge…"
Republican,GOPLeader,#RightToTry isn’t a partisan issue–it’s a human dignity issue. People fighting for their lives should have access t… https://t.co/n3qS4IZqQo
Republican,GOPLeader,"With @POTUS’ signature, websites like https://t.co/bcj0YZbPYF and other online platforms for the modern slave trade… https://t.co/riwAigSQkF"
Republican,GOPLeader,"RT @RepDonBacon: The 115th Congress has made ending human trafficking a priority. In 2017, the House passed 17 bills that protect children,…"
Republican,GOPLeader,"Finally, the defense funding we need ⬇️ https://t.co/EujVgis2sl"
Republican,GOPLeader,"👍 “Americans’ views of national economic conditions continue to improve, with the share saying the economy is in go… https://t.co/dhL688GZBN"
Republican,GOPLeader,"RT @AATHCGME: Thanks @GOPLeader for significantly increasing funding for teaching health centers, where the next generation of physicians l…"
Republican,GOPLeader,"RT @IvankaTrump: My OpEd on the importance of skills-based education and #WorkforceDevelopment in rebuilding our country’s #Infrastructure,…"
Republican,GOPLeader,It was great to meet you too @KyleKashuv! You’re doing amazing work. We need your voice and the voices of other stu… https://t.co/LX30Z1sXVt
Republican,GOPLeader,"RT @KyleKashuv: Was an honor meeting with @GOPLeader. He is genuinely one of the funniest people I've ever met. 

We discussed many things,…"
Republican,GOPLeader,Today we sent a message to the world that America will not waver in the protection of its people and the defense of… https://t.co/EGGrU0fVqY
Republican,GOPLeader,".@POTUS and this Congress are committed to rebuilding America’s infrastructure and in California, our water system… https://t.co/2BrZbYfIcr"
Republican,GOPLeader,👏 Glad we got this done ↓ https://t.co/NacRWMTkDd
Republican,GOPLeader,RT @March_for_Life: Today is World Down Syndrome Day! RT if you believe EVERY life is valuable! #WDSD18 #downysndrome https://t.co/bS3xRpSf…
Republican,GOPLeader,"This legislation, sponsored by @RepAnnWagner and @RepMimiWalters, is the most significant anti-human trafficking le… https://t.co/HqBdiDHASg"
Republican,GOPLeader,"RT @SusanWBrooks: Jordan McLinn is a young 2nd grade #Hoosier from Indy. When Jordan grows up, he hopes to be a firefighter or maybe even P…"
Republican,GOPLeader,"Have you heard Jordan McLinn’s story? He's battling Duchenne muscular dystrophy, and could benefit greatly from inc… https://t.co/2HQxXMUYZZ"
Republican,GOPLeader,"The Federal Government may be closed but Congress is not. THE HOUSE WILL STILL VOTE TODAY. 👍

FYI → Today in Bakers… https://t.co/4MbjIzhI7O"
Republican,GOPLeader,"The rich soil and premier climate, coupled with a work ethic second-to-none, has positioned California as an agricu… https://t.co/wgFsWXldM7"
Republican,GOPLeader,RT @realDonaldTrump: Our Nation was founded by farmers. Our independence was won by farmers. And our continent was tamed by farmers. Our fa…
Republican,GOPLeader,Nobody should be targeted and punished simply for helping expecting mothers with their pregnancy. I stand with… https://t.co/tOHzrtw07C
Republican,GOPLeader,"RT @VP: Today on #AgDay we celebrate America’s farmers &amp; agriculture community who help feed the world, fuel our economy, and drive our suc…"
Republican,GOPLeader,Happy #NationalAgWeek to all of our farmers and producers across California. We are grateful for your persistent ha… https://t.co/cEgMH6LQ5B
Republican,GOPLeader,.@POTUS' proposals to combat opioid addiction demonstrate that there is ample opportunity to reach a bipartisan con… https://t.co/hW3X81CCrR
Republican,GOPLeader,RT @RepBost: Fraudsters preying upon our nation’s heroes for profit deserve to be punished to the full extent of the law. That's why the Ho…
Republican,GOPLeader,"As @POTUS said in his #SOTU, and as @VP has long advocated, NO ONE should have to look beyond the U.S. and our worl… https://t.co/6iHqxSFjIB"
Republican,GOPLeader,"RT @FoxNews: TONIGHT on ""Justice,"" @JudgeJeanine is joined by @GOPLeader. Tune in at 9p ET on Fox News Channel! https://t.co/kGDnspJMLF"
Republican,GOPLeader,Russia's clear violation of British sovereignty was dangerous and wrong as was its use of a military-grade nerve ag… https://t.co/9XWoimY1cT
Republican,GOPLeader,RT @realDonaldTrump: Today the House took major steps toward securing our schools by passing the STOP School Violence Act. We must put the…
Republican,GOPLeader,RT @HouseScience: The House recently passed 4 bipartisan @HouseScience bills to update &amp; upgrade facilities at the National Labs. These bil…
Republican,GOPLeader,"The House will not let this be the end. We will try again, pass legislation, and bring hope to those whose only des… https://t.co/klDoesatN7"
Republican,GOPLeader,".@JerryBrownGov, no amount of political theater can hide the enormous flaws that plague #CAHSR. It’s time to scrap… https://t.co/s216Rs5BhJ"
Republican,GOPLeader,"RT @RepMimiWalters: The California high-speed rail project has gone far off the tracks. According to a new report, the bullet train is now…"
